"Timestamp","Please check the box below to proceed to the survey:","Sex","Age","Citizenship","Occupation","Department","Health Authority","Workplace","Total Years of Practice","Number of patients seen in a week","Have you received the COVID-19 vaccine?","Have you received the influenza vaccine last year?","Vaccine usage and efficacy.","Vaccine safety.","Role of adjuvants.","What is your main source of information about vaccines recommendation and their safety?","Influenza Vaccine and  Guillain-Barré syndrome","Hepatitis B Vaccine and  Guillain-Barré syndrome","Hepatitis B Vaccine and Multiple Sclerosis","Aluminum Adjuvants and Alzheimer Disease","Vaccines with Adjuvants and Long-Term Complications","Measles Vaccine and Autism Disorder","Vaccines are an important part of preventive care in my practice.","Giving a strong recommendation for a vaccination impacts my patients' acceptance.","I prefer to wait for broad community experience before recommending new vaccines.","I am responsible for educating parents on vaccines and the diseases they prevent.","Vaccines recommended by the ministry of health are very useful.  ","There is often a lack of time for advising about vaccines.","How have YOUR attitudes to vaccination changed during the COVID-19 pandemic?","How have your PATIENTS' attitudes to vaccination changed during the COVID-19 pandemic?","How many patients in your practice had a vaccine preventable disease (OTHER THAN COVID-19) in the last year?","Diphtheria, Pertussis, Tetanus, (DTaP/Tdap)","Pneumococcus (PCV13)","Meningococcus (MCV4)","Chickenpox (varicella)","Hemophilus Influenza b(Hib)","Tuberculosis (BCG)","Polio (IPV/OPV)","Measles, Mumps, Rubella (MMR)","Hepatitis A","Hepatitis B","Rotavirus","Seasonal influenza vaccine","Human Papillomavirus (HPV9/HPV4)","What are the 5 most important factors to you personally when it comes to recommending a pediatric vaccine? ","Childhood vaccines are important for children's health.","Childhood vaccines are effective.","Having children vaccinated is important for the health of others in the community.","All childhood vaccines offered by the government programme in the community are beneficial.","New vaccines carry more risks than older vaccines.","The information I receive about vaccines from the vaccine program is reliable and trustworthy.","Getting vaccines is a good way to protect children from disease.","Generally, I promote what my health authority/clinical guidelines recommend about vaccines for children.","I am concerned about serious adverse effects of vaccines.","Children does/do not need vaccines for diseases that are not common anymore.","Have you received any training to address vaccine hesitancy among parents?
","How interested would you be in receiving training in techniques that help address and resolve vaccine hesitancy concerns among parents?","Do you believe such training should be part of university education?"
"2024/10/07 6:43:31 AM GMT+4","I have read the above information and agree to participate in this research.","Female","23","Other Arab","Physician","Emergency medicine","DOH/HAAD/SEHA","Government Hospital","2","20 to 49","Yes, 3 doses","No","Somewhat confident","Very confident","Very unconfident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines;Journals and medical websites","Very unlikely","Very unlikely","Very unlikely","I don't know","I don't know","Very unlikely","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Disagree","More negative","More negative","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Vaccine cost;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Disagree","No","Very interested","Yes"
"2024/10/07 7:37:12 AM GMT+4","I have read the above information and agree to participate in this research.","Male","26","Other Arab","Physician","GP","MOHAP/EHS","Government Hospital","2","20 to 49","Yes, 1 dose","No","Somewhat confident","Somewhat confident","Somewhat confident","Colleagues experience and advice;Experience of family and friends","I don't know","I don't know","Very unlikely","Unlikely","Unlikely","Unlikely","Disagree","Agree","Agree","Disagree","Agree","Disagree","Neutral","Neutral","None","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","I do not directly deal with pediatric vaccines in my practice;Incidence of disease;Personal experience with the disease","Agree","Agree","Agree","Not sure","Disagree","Not sure","Agree","Not sure","Agree","Agree","No","Neutral","Maybe"
"2024/10/07 7:59:34 AM GMT+4","I have read the above information and agree to participate in this research.","Female","30","Other Arab","Nurse","Emergency ","MOHAP/EHS","Government Hospital","6","50 and above","Yes, 2 doses","Yes","Somewhat confident","Somewhat confident","Somewhat unconfident","Medical experience;Colleagues experience and advice","Unlikely","Unlikely","Unlikely","Unlikely","Likely","Unlikely","Disagree","Agree","Agree","Disagree","Agree","Agree","More negative","More negative","None","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","I do not directly deal with pediatric vaccines in my practice;Possibility to eradicate disease with vaccination","Agree","Agree","Agree","Not sure","Not sure","Not sure","Agree","Not sure","Agree","Disagree","No","Neutral","Maybe"
"2024/10/07 8:08:57 AM GMT+4","I have read the above information and agree to participate in this research.","Male","32","Other Arab","Physician","Internal medicine ","MOHAP/EHS","Government Hospital","5","50 and above","Yes, 2 doses","Yes","Somewhat confident","Somewhat confident","Somewhat confident","I am not keen on information about vaccinations;Medical experience;Colleagues experience and advice","Very unlikely","Very unlikely","Very unlikely","Very unlikely","I don't know","Very unlikely","Agree","Agree","Agree","Agree","Agree","Disagree","Neutral","Neutral","Few cases","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Possibility to eradicate disease with vaccination;Personal experience with the disease;Vaccine safety;Vaccine effectiveness","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","No","Neutral","Yes"
"2024/10/07 8:15:31 AM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Other Arab","Physician","Intern","MOHAP/EHS","Government Hospital","0","1 to 19","Yes, 2 doses","No","Somewhat confident","Somewhat unconfident","Somewhat unconfident","Colleagues experience and advice;Local guidelines","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Very unlikely","Agree","Agree","Agree","Disagree","Agree","Disagree","Neutral","More negative","None","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Incidence of disease;Possibility to eradicate disease with vaccination","Agree","Agree","Agree","Agree","Disagree","Not sure","Agree","Not sure","Not sure","Agree","No","Interested","Yes"
"2024/10/07 8:38:05 AM GMT+4","I have read the above information and agree to participate in this research.","Male","24","Other Arab","Physician","Intern","MOHAP/EHS","Government Hospital","0","1 to 19","Yes, 2 doses","No","Somewhat confident","Somewhat confident","Somewhat unconfident","Medical experience;Colleagues experience and advice;Experience of family and friends;Local guidelines;International guidelines","Very unlikely","Very unlikely","Very unlikely","Unlikely","I don't know","Very unlikely","Agree","Agree","Agree","Disagree","Agree","Disagree","More negative","Neutral","None","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","I do not directly deal with pediatric vaccines in my practice;Possibility to eradicate disease with vaccination","Agree","Agree","Agree","Not sure","Disagree","Not sure","Agree","Not sure","Agree","Not sure","No","Neutral","Maybe"
"2024/10/07 8:56:28 AM GMT+4","I have read the above information and agree to participate in this research.","Male","29","Other Arab","Nurse","Emergency ","MOHAP/EHS","Government Hospital","3","50 and above","Yes, 2 doses","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Colleagues experience and advice;Local guidelines","Unlikely","Unlikely","Unlikely","I don't know","I don't know","Very unlikely","Disagree","Agree","Agree","Disagree","Agree","Disagree","Neutral","Neutral","None","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","I do not directly deal with pediatric vaccines in my practice;Incidence of disease;Vaccine effectiveness","Agree","Agree","Agree","Not sure","Disagree","Not sure","Agree","Not sure","Agree","Not sure","No","Neutral","Maybe"
"2024/10/07 9:12:06 AM GMT+4","I have read the above information and agree to participate in this research.","Male","26","Other Arab","Physician","Urology ","DHA","Government Hospital","1","20 to 49","Yes, 2 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Colleagues experience and advice","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Disagree","Agree","Agree","Disagree","Agree","Disagree","Neutral","Neutral","None","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Vaccine safety;Vaccine effectiveness","Agree","Agree","Agree","Not sure","Disagree","Not sure","Agree","Disagree","Not sure","Not sure","No","Interested","Maybe"
"2024/10/07 9:14:08 AM GMT+4","I have read the above information and agree to participate in this research.","Male","25","Other Arab","Physician","Physician","MOHAP/EHS","Primary Healthcare","2","1 to 19","Yes, 3 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","I am not keen on information about vaccinations","Unlikely","I don't know","I don't know","I don't know","I don't know","I don't know","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","None","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Not sure","No","Neutral","Maybe"
"2024/10/07 9:15:18 AM GMT+4","I have read the above information and agree to participate in this research.","Male","31","Other Arab","Dentist","General Dentist ","DOH/HAAD/SEHA","Private Clinic/Hospital","7","20 to 49","Yes, 3 doses","No","Somewhat confident","Somewhat unconfident","Somewhat unconfident","International guidelines;Journals and medical websites","Unlikely","Unlikely","Unlikely","Very unlikely","Very unlikely","Very unlikely","Agree","Agree","Agree","Disagree","Agree","Agree","Neutral","More negative","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Agree","Agree","Agree","Agree","Not sure","Not sure","Agree","Agree","Agree","Agree","No","Slightly interested","Yes"
"2024/10/07 9:36:36 AM GMT+4","I have read the above information and agree to participate in this research.","Male","33","Other Arab","Surgeon","General surgery","DHA","Government Hospital","3","20 to 49","Yes, 4 doses or more","No","Somewhat confident","Somewhat confident","Somewhat unconfident","I am not keen on information about vaccinations;Medical experience","Unlikely","I don't know","I don't know","Unlikely","I don't know","Unlikely","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Neutral","Neutral","None","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","I do not directly deal with pediatric vaccines in my practice;Possibility to eradicate disease with vaccination","Agree","Agree","Not sure","Not sure","Not sure","Not sure","Agree","Not sure","Disagree","Disagree","No","Slightly interested","Maybe"
"2024/10/07 9:56:38 AM GMT+4","I have read the above information and agree to participate in this research.","Female","42","Other Arab","Physician","Obgyn","MOHAP/EHS","Government Hospital","10","20 to 49","Yes, 2 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Colleagues experience and advice;Local guidelines","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Agree","Agree","Agree","Agree","Agree","Disagree","Neutral","Neutral","Few cases","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine effectiveness","Agree","Agree","Agree","Agree","Strongly disagree","Agree","Strongly agree","Agree","Agree","Agree","No","Interested","Yes"
"2024/10/07 10:11:30 AM GMT+4","I have read the above information and agree to participate in this research.","Female","26","Emirati","Physician","Internal medicine ","DHA","Government Hospital","1","20 to 49","Yes, 2 doses","No","Somewhat unconfident","Somewhat unconfident","Somewhat unconfident","Medical experience;Colleagues experience and advice","I don't know","I don't know","Unlikely","Unlikely","I don't know","Very unlikely","Agree","Agree","Agree","Disagree","Agree","Disagree","Neutral","Neutral","None","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Incidence of disease;Possibility to eradicate disease with vaccination","Agree","Agree","Agree","Agree","Disagree","Not sure","Agree","Not sure","Agree","Not sure","No","Interested","Yes"
"2024/10/07 11:00:41 AM GMT+4","I have read the above information and agree to participate in this research.","Male","28","Other Arab","Physician","Gp","DHA","Private Clinic/Hospital","3","20 to 49","Yes, 2 doses","Yes","Somewhat confident","Somewhat confident","Somewhat unconfident","Medical experience;Local guidelines","Very unlikely","Very unlikely","Very unlikely","I don't know","I don't know","Very unlikely","Agree","Agree","Strongly agree","Disagree","Strongly agree","Disagree","Neutral","Neutral","None","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Incidence of disease;Possibility to eradicate disease with vaccination","Agree","Agree","Agree","Agree","Not sure","Not sure","Agree","Disagree","Agree","Not sure","No","Slightly interested","Maybe"
"2024/10/07 11:18:57 AM GMT+4","I have read the above information and agree to participate in this research.","Female","28","Emirati","Nurse","Emergency ","MOHAP/EHS","Government Hospital","2","50 and above","Yes, 2 doses","Yes","Somewhat confident","Somewhat unconfident","Somewhat confident","I am not keen on information about vaccinations","I don't know","I don't know","Unlikely","I don't know","I don't know","Unlikely","Agree","Agree","Agree","Disagree","Agree","Disagree","Neutral","More positive","Few cases","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Incidence of disease","Agree","Agree","Agree","Not sure","Not sure","Not sure","Agree","Not sure","Not sure","Disagree","No","Neutral","Maybe"
"2024/10/07 11:45:23 AM GMT+4","I have read the above information and agree to participate in this research.","Male","26","Other Arab","Physician","Gp","DHA","Private Clinic/Hospital","1","20 to 49","Yes, 2 doses","Yes","Somewhat confident","Somewhat confident","Somewhat unconfident","I am not keen on information about vaccinations;Medical experience;Local guidelines;International guidelines","Unlikely","Unlikely","Unlikely","I don't know","I don't know","Very unlikely","Agree","Agree","Strongly agree","Agree","Agree","Agree","Neutral","More negative","Few cases","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Vaccine effectiveness;Individual health-risk profile of the child","Agree","Agree","Agree","Agree","Not sure","Not sure","Agree","Disagree","Agree","Not sure","No","Neutral","Maybe"
"2024/10/07 7:28:45 PM GMT+4","I have read the above information and agree to participate in this research.","Male","24","Other Arab","Dentist","Dental medicine ","MOHAP/EHS","Primary Healthcare","3","20 to 49","Yes, 3 doses","Yes","Very confident","Somewhat unconfident","Very confident","International guidelines;Vaccine manufacturers","Unlikely","Likely","Likely","Likely","Likely","Unlikely","Agree","Agree","Agree","Agree","Disagree","Agree","Neutral","Neutral","Tens of cases","Strongly agree","Somewhat disagree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Incidence of disease;Personal experience with the disease;Vaccine cost;Vaccine safety;Individual health-risk profile of the child","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","No","Neutral","No"
"2024/10/07 9:03:24 PM GMT+4","I have read the above information and agree to participate in this research.","Male","26","Other Arab","Physician","General practice ","MOHAP/EHS","Primary Healthcare","1 ","1 to 19","Yes, 2 doses","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Colleagues experience and advice","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Strongly disagree","Strongly disagree","Strongly disagree","Agree","Agree","Strongly agree","Neutral","Neutral","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","No","Very interested","Yes"
"2024/10/07 11:28:41 PM GMT+4","I have read the above information and agree to participate in this research.","Male","33","Other Arab","Physical Therapist","physiotherapy ","MOHAP/EHS","Private Clinic/Hospital","5","20 to 49","Yes, 2 doses","No","Somewhat confident","Somewhat confident","Somewhat unconfident","Medical experience;Local guidelines","Unlikely","Unlikely","Unlikely","I don't know","I don't know","Unlikely","Agree","Agree","Agree","Agree","Agree","Disagree","Neutral","Neutral","None","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Vaccine safety;Vaccine effectiveness","Agree","Agree","Agree","Not sure","Not sure","Not sure","Agree","Not sure","Agree","Agree","No","Neutral","Maybe"
"2024/10/07 11:35:28 PM GMT+4","I have read the above information and agree to participate in this research.","Male","29","Other Arab","Nurse","Emergency ","MOHAP/EHS","Private Clinic/Hospital","4","20 to 49","Yes, 2 doses","Yes","Somewhat unconfident","Somewhat unconfident","Somewhat unconfident","I am not keen on information about vaccinations","I don't know","I don't know","I don't know","I don't know","I don't know","Unlikely","Disagree","Agree","Agree","Disagree","Agree","Disagree","Neutral","Neutral","None","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Incidence of disease;Possibility to eradicate disease with vaccination","Agree","Agree","Agree","Not sure","Disagree","Not sure","Agree","Disagree","Not sure","Not sure","No","Not interested at all","No"
"2024/10/08 12:38:49 AM GMT+4","I have read the above information and agree to participate in this research.","Female","26","Other Arab","Dentist","dentist ","MOHAP/EHS","Private Clinic/Hospital","1","20 to 49","Yes, 2 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Colleagues experience and advice;Experience of family and friends;Local guidelines;International guidelines","Unlikely","Unlikely","Unlikely","I don't know","I don't know","Unlikely","Agree","Agree","Agree","Agree","Agree","Disagree","Neutral","More negative","None","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Incidence of disease;Possibility to eradicate disease with vaccination","Agree","Agree","Agree","Not sure","Disagree","Not sure","Agree","Disagree","Agree","Not sure","Yes","Interested","Yes"
"2024/10/08 9:19:29 AM GMT+4","I have read the above information and agree to participate in this research.","Male","46","Other Arab","Physician","Gastro","MOHAP/EHS","Government Hospital","10","20 to 49","Yes, 2 doses","Yes","Somewhat unconfident","Somewhat confident","Somewhat unconfident","Medical experience;Colleagues experience and advice;Experience of family and friends","Unlikely","Unlikely","Unlikely","I don't know","I don't know","Very unlikely","Disagree","Agree","Agree","Disagree","Agree","Disagree","Neutral","Neutral","None","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Incidence of disease;Vaccine effectiveness","Agree","Agree","Agree","Not sure","Not sure","Not sure","Agree","Disagree","Agree","Not sure","No","Slightly interested","Maybe"
"2024/10/08 11:42:25 AM GMT+4","I have read the above information and agree to participate in this research.","Male","25","Other Arab","Dentist","Dentist ","MOHAP/EHS","Private Clinic/Hospital","1","20 to 49","Yes, 2 doses","No","Somewhat unconfident","Somewhat confident","Somewhat unconfident","I am not keen on information about vaccinations;Experience of family and friends","I don't know","I don't know","Unlikely","I don't know","I don't know","Unlikely","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Neutral","More negative","None","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Incidence of disease","Agree","Agree","Agree","Not sure","Not sure","Not sure","Agree","Disagree","Agree","Not sure","No","Neutral","Maybe"
"2024/10/08 11:48:11 AM GMT+4","I have read the above information and agree to participate in this research.","Female","24","Other Arab","Dentist","Dentist ","MOHAP/EHS","Private Clinic/Hospital","1","20 to 49","Yes, 2 doses","Yes","Somewhat confident","Somewhat confident","Somewhat unconfident","Medical experience;Colleagues experience and advice;Experience of family and friends","Unlikely","Unlikely","Unlikely","I don't know","I don't know","Unlikely","Disagree","Agree","Agree","Disagree","Agree","Disagree","More positive","Neutral","None","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness","Agree","Agree","Agree","Not sure","Disagree","Not sure","Agree","Not sure","Not sure","Agree","No","Neutral","Maybe"
"2024/10/08 11:52:15 AM GMT+4","I have read the above information and agree to participate in this research.","Male","25","Other Arab","Dentist","Dentist ","MOHAP/EHS","Private Clinic/Hospital","1","20 to 49","Yes, 3 doses","Yes","Somewhat unconfident","Somewhat confident","Very unconfident","Medical experience;Colleagues experience and advice;Experience of family and friends;Social media","Unlikely","Unlikely","Unlikely","I don't know","I don't know","Unlikely","Disagree","Agree","Agree","Disagree","Agree","Disagree","More negative","More negative","None","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Incidence of disease;Vaccine safety;Vaccine effectiveness","Strongly agree","Agree","Agree","Not sure","Strongly disagree","Not sure","Agree","Disagree","Agree","Disagree","No","Slightly interested","Yes"
"2024/10/08 12:16:18 PM GMT+4","I have read the above information and agree to participate in this research.","Female","26","Other Arab","Dentist","General dentistry ","MOHAP/EHS","Private Clinic/Hospital","1","20 to 49","Yes, 3 doses","Yes","Somewhat unconfident","Somewhat confident","Very unconfident","I am not keen on information about vaccinations;Medical experience;Experience of family and friends","I don't know","I don't know","Unlikely","I don't know","I don't know","Very unlikely","Disagree","Agree","Strongly agree","Strongly disagree","Agree","Disagree","Neutral","Neutral","None","Somewhat agree","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat disagree","Strongly disagree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","I do not directly deal with pediatric vaccines in my practice;Incidence of disease;Vaccine effectiveness;Individual health-risk profile of the child","Agree","Agree","Strongly agree","Not sure","Strongly disagree","Not sure","Strongly agree","Disagree","Agree","Not sure","No","Neutral","Maybe"
"2024/10/08 10:14:31 PM GMT+4","I have read the above information and agree to participate in this research.","Male","28","Other Arab","Physician","Emergency","MOHAP/EHS","Government Hospital","3","50 and above","Yes, 4 doses or more","Yes","Somewhat confident","Somewhat confident","Somewhat unconfident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines;Journals and medical websites","Unlikely","Unlikely","Very unlikely","I don't know","I don't know","Very unlikely","Agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Neutral","More positive","Few cases","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine effectiveness","Agree","Agree","Strongly agree","Agree","Strongly disagree","Agree","Strongly agree","Agree","Agree","Agree","No","Very interested","Yes"
"2024/10/09 12:55:17 AM GMT+4","I have read the above information and agree to participate in this research.","Female","24","Other Arab","Pharmacist","Pharmacy","DOH/HAAD/SEHA","Private Clinic/Hospital","1 ","50 and above","Yes, 3 doses","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;International guidelines;Vaccine manufacturers","Likely","I don't know","Very likely","Unlikely","Likely","Very unlikely","Agree","Agree","Disagree","Strongly agree","Agree","Strongly agree","Neutral","More negative","Hundreds of cases and more","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Vaccine cost;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Not sure","No","Very interested","Yes"
"2024/10/09 8:47:28 AM GMT+4","I have read the above information and agree to participate in this research.","Female","22","Other Arab","Pharmacist","medical rep ","DOH/HAAD/SEHA","medical rep ","1","1 to 19","Yes, 3 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;International guidelines;Journals and medical websites;Vaccine manufacturers","I don't know","I don't know","I don't know","Very unlikely","Likely","Very unlikely","Agree","Agree","Strongly agree","Strongly agree","Agree","Strongly agree","More negative","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Agree","Not sure","Agree","Agree","Agree","Agree","Not sure","No","Neutral","Yes"
