"Timestamp","Please check the box below to proceed to the survey:","Sex","Age","Citizenship","Occupation","Department","Health Authority","Workplace","Total Years of Practice","Number of patients seen in a week","Have you received the COVID-19 vaccine?","Have you received the influenza vaccine last year?","Vaccine usage and efficacy.","Vaccine safety.","Role of adjuvants.","What is your main source of information about vaccines recommendation and their safety?","Influenza Vaccine and  Guillain-Barré syndrome","Hepatitis B Vaccine and  Guillain-Barré syndrome","Hepatitis B Vaccine and Multiple Sclerosis","Aluminum Adjuvants and Alzheimer Disease","Vaccines with Adjuvants and Long-Term Complications","Measles Vaccine and Autism Disorder","Vaccines are an important part of preventive care in my practice.","Giving a strong recommendation for a vaccination impacts my patients' acceptance.","I prefer to wait for broad community experience before recommending new vaccines.","I am responsible for educating parents on vaccines and the diseases they prevent.","Vaccines recommended by the ministry of health are very useful.  ","There is often a lack of time for advising about vaccines.","How have YOUR attitudes to vaccination changed during the COVID-19 pandemic?","How have your PATIENTS' attitudes to vaccination changed during the COVID-19 pandemic?","How many patients in your practice had a vaccine preventable disease (OTHER THAN COVID-19) in the last year?","Diphtheria, Pertussis, Tetanus, (DTaP/Tdap)","Pneumococcus (PCV13)","Meningococcus (MCV4)","Chickenpox (varicella)","Hemophilus Influenza b(Hib)","Tuberculosis (BCG)","Polio (IPV/OPV)","Measles, Mumps, Rubella (MMR)","Hepatitis A","Hepatitis B","Rotavirus","Seasonal influenza vaccine","Human Papillomavirus (HPV9/HPV4)","What are the 5 most important factors to you personally when it comes to recommending a pediatric vaccine? ","Childhood vaccines are important for children's health.","Childhood vaccines are effective.","Having children vaccinated is important for the health of others in the community.","All childhood vaccines offered by the government programme in the community are beneficial.","New vaccines carry more risks than older vaccines.","The information I receive about vaccines from the vaccine program is reliable and trustworthy.","Getting vaccines is a good way to protect children from disease.","Generally, I promote what my health authority/clinical guidelines recommend about vaccines for children.","I am concerned about serious adverse effects of vaccines.","Children does/do not need vaccines for diseases that are not common anymore.","Have you received any training to address vaccine hesitancy among parents?
","How interested would you be in receiving training in techniques that help address and resolve vaccine hesitancy concerns among parents?","Do you believe such training should be part of university education?"
"2024/09/16 12:16:13 PM GMT+4","I have read the above information and agree to participate in this research.","Female","33","Other Arab","Physician","Internal medicine","DOH/HAAD/SEHA","Government Hospital","9","50 and above","Yes, 4 doses or more","Yes","Very confident","Somewhat confident","Somewhat confident","Colleagues experience and advice;Local guidelines;International guidelines","Very unlikely","I don't know","I don't know","I don't know","Very unlikely","Very unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Neutral","More positive","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly disagree","No","Very interested","Yes"
"2024/09/17 6:00:10 PM GMT+4","I have read the above information and agree to participate in this research.","Female","29","Other Arab","Pharmacist","Pharmacy ","MOHAP/EHS","Primary Healthcare","5","50 and above","Yes, 2 doses","No","Somewhat confident","Somewhat confident","Very confident","Medical experience","Unlikely","Unlikely","Unlikely","Likely","I don't know","I don't know","Agree","Agree","Strongly agree","Agree","Agree","Disagree","More negative","More negative","Hundreds of cases and more","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Not sure","Agree","Agree","Agree","Agree","No","Slightly interested","No"
"2024/09/18 4:56:46 PM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Non-Arab","Physician","General ","MOHAP/EHS","Government Hospital","1","20 to 49","Yes, 4 doses or more","No","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines;Journals and medical websites;Social media","Very unlikely","Unlikely","I don't know","I don't know","Likely","Very likely","Agree","Agree","Agree","Agree","Agree","Agree","More positive","More positive","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Possibility to eradicate disease with vaccination;Vaccine cost;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Strongly agree","Strongly agree","Agree","Disagree","No","Interested","Yes"
"2024/09/18 5:33:45 PM GMT+4","I have read the above information and agree to participate in this research.","Female","24","Emirati","Physician","Ent","MOHAP/EHS","Government Hospital","7","20 to 49","Yes, 2 doses","Yes","Somewhat unconfident","Somewhat confident","Very confident","I am not keen on information about vaccinations;Medical experience","Very likely","Likely","Very unlikely","Very unlikely","Very likely","Very likely","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Agree","Agree","More negative","Neutral","Few cases","Somewhat agree","Strongly disagree","Somewhat agree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Personal experience with the disease","Agree","Not sure","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Yes","Slightly interested","No"
"2024/09/18 10:14:59 PM GMT+4","I have read the above information and agree to participate in this research.","Female","26","Emirati","Physician",".","DHA","Government Hospital","6","1 to 19","Yes, 3 doses","Yes","Very confident","Very confident","Very confident","Medical experience;Experience of family and friends;Local guidelines","Likely","Likely","Likely","Likely","Likely","Likely","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","None","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Incidence of disease;Possibility to eradicate disease with vaccination","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Yes","Interested","Yes"
"2024/09/18 10:18:32 PM GMT+4","I have read the above information and agree to participate in this research.","Male","27","Emirati","Dentist",".","DHA","Government Hospital","8","1 to 19","Yes, 3 doses","Yes","Somewhat confident","Somewhat confident","Somewhat confident","International guidelines;Journals and medical websites","Likely","Likely","Likely","Likely","Likely","Likely","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","None","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Incidence of disease;Personal experience with the disease","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Yes","Neutral","Yes"
"2024/09/19 1:18:31 PM GMT+4","I have read the above information and agree to participate in this research.","Female","36","Non-Arab","Physician","Neurology","MOHAP/EHS","Government Hospital","5","50 and above","Yes, 3 doses","Yes","Very unconfident","Very unconfident","Very unconfident","Medical experience;Colleagues experience and advice;Experience of family and friends;Local guidelines;International guidelines;Vaccine manufacturers","Likely","Likely","Very unlikely","Very unlikely","Likely","Very unlikely","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Disagree","More positive","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Vaccine cost;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Yes","Interested","Yes"
"2024/09/19 1:37:39 PM GMT+4","I have read the above information and agree to participate in this research.","Female","48","Non-Arab","Nurse","maxillofacial opd","MOHAP/EHS","Government Hospital","28","50 and above","Yes, 4 doses or more","Yes","Very confident","Very confident","Very confident","Medical experience","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","More positive","Neutral","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine safety","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","No","Interested","Yes"
"2024/09/19 1:50:14 PM GMT+4","I have read the above information and agree to participate in this research.","Male","31","Emirati","Dentist","Maxillofacial surgery ","MOHAP/EHS","Government Hospital","2","1 to 19","Yes, 3 doses","No","Somewhat confident","Somewhat unconfident","Somewhat unconfident","Medical experience;Colleagues experience and advice;Social media","I don't know","I don't know","I don't know","Likely","I don't know","Very unlikely","Strongly agree","Agree","Agree","Agree","Agree","Disagree","Neutral","Neutral","Tens of cases","Somewhat disagree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Incidence of disease;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Strongly agree","Strongly agree","Agree","Disagree","No","Interested","Yes"
"2024/09/19 2:11:49 PM GMT+4","I have read the above information and agree to participate in this research.","Female","40","Emirati","Physician","Ophthalmology ","MOHAP/EHS","Government Hospital","15","50 and above","Yes, 3 doses","No","Somewhat unconfident","Somewhat unconfident","Somewhat unconfident","Medical experience;Vaccine manufacturers","Likely","Likely","Likely","Likely","Likely","Likely","Agree","Disagree","Agree","Strongly disagree","Disagree","Disagree","More negative","More negative","Tens of cases","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","I do not directly deal with pediatric vaccines in my practice;Inclusion of vaccine in the official immunization schedule;Vaccine effectiveness","Disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","No","Interested","No"
"2024/09/19 3:17:42 PM GMT+4","I have read the above information and agree to participate in this research.","Female","40","Other Arab","Physician","Urology","MOHAP/EHS","Government Hospital","3","20 to 49","Yes, 2 doses","No","Somewhat confident","Somewhat unconfident","Somewhat unconfident","Other","Unlikely","Unlikely","Unlikely","Likely","Likely","Unlikely","Agree","Agree","Strongly agree","Agree","Agree","Agree","More negative","More positive","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Vaccine safety","Agree","Agree","Agree","Agree","Strongly agree","Not sure","Agree","Agree","Agree","Strongly agree","No","Interested","Yes"
"2024/09/23 1:44:46 PM GMT+4","I have read the above information and agree to participate in this research.","Female","28","Non-Arab","Physician","Psychiatry","MOHAP/EHS","Government Hospital","2","20 to 49","Yes, 3 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Experience of family and friends;Journals and medical websites;Social media","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","More positive","Hundreds of cases and more","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Agree","Agree","Agree","Disagree","No","Neutral","Maybe"
"2024/09/24 2:24:35 PM GMT+4","I have read the above information and agree to participate in this research.","Female","31","Non-Arab","Physical Therapist","Physiotherapy ","MOHAP/EHS","Government Hospital","7","50 and above","Yes, 4 doses or more","Yes","Very confident","Very confident","Very confident","Medical experience","Unlikely","Unlikely","Unlikely","I don't know","I don't know","I don't know","Agree","Agree","Agree","Agree","Agree","Strongly agree","Neutral","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Individual health-risk profile of the child","Agree","Agree","Agree","Agree","Not sure","Agree","Agree","Agree","Disagree","Disagree","No","Interested","Yes"
"2024/09/25 10:59:12 AM GMT+4","I have read the above information and agree to participate in this research.","Female","41","Other Arab","Nurse","ot","MOHAP/EHS","Government Hospital","20","20 to 49","Yes, 3 doses","Yes","Somewhat unconfident","Very unconfident","Very unconfident","I am not keen on information about vaccinations","Likely","Likely","Likely","Likely","Likely","Likely","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","None","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Strongly agree","Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Vaccine safety","Not sure","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Yes","Interested","Yes"
"2024/09/30 2:57:15 PM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Emirati","Physician","Internal medicine","MOHAP/EHS","Government Hospital","2","1 to 19","Yes, 3 doses","Yes","Somewhat confident","Somewhat confident","Somewhat unconfident","Medical experience;Colleagues experience and advice;International guidelines","I don't know","I don't know","I don't know","I don't know","I don't know","Unlikely","Agree","Agree","Strongly agree","Agree","Agree","Agree","Neutral","More negative","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Agree","Agree","Agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Disagree","Yes","Not interested at all","Yes"
"2024/09/30 3:02:33 PM GMT+4","I have read the above information and agree to participate in this research.","Female","39","Other Arab","Physician","Internal Medicine ","MOHAP/EHS","Government Hospital","15","50 and above","Yes, 2 doses","No","Somewhat confident","Somewhat unconfident","Somewhat unconfident","Medical experience;Colleagues experience and advice;Experience of family and friends;Local guidelines;International guidelines;Journals and medical websites;Social media","Likely","I don't know","I don't know","I don't know","I don't know","I don't know","Agree","Agree","Strongly agree","Agree","Agree","Strongly agree","Neutral","More positive","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Agree","Strongly agree","Disagree","No","Very interested","Yes"
"2024/10/02 2:15:44 PM GMT+4","I have read the above information and agree to participate in this research.","Female","45","Other Arab","Physician","Pulmonary Department","MOHAP/EHS","Private Clinic/Hospital","12","20 to 49","Yes, 3 doses","Yes","Very confident","Very confident","Very confident","Medical experience;International guidelines;Journals and medical websites;Vaccine manufacturers","Very unlikely","Very unlikely","Very unlikely","I don't know","Very unlikely","Very unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Neutral","More negative","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Disagree","Disagree","No","Not interested at all","Maybe"
"2024/10/02 2:32:20 PM GMT+4","I have read the above information and agree to participate in this research.","Male","41","Non-Arab","Physician","Psychiatry","MOHAP/EHS","Private Clinic/Hospital","13","50 and above","Yes, 3 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Colleagues experience and advice;International guidelines","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","More positive","Neutral","None","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Agree","Not sure","Disagree","No","Slightly interested","Yes"
"2024/10/03 2:15:19 PM GMT+4","I have read the above information and agree to participate in this research.","Male","58","Non-Arab","Physician","Pediatrician ","MOHAP/EHS","Private Clinic/Hospital","25","50 and above","Yes, 2 doses","Yes","Very confident","Very confident","Somewhat confident","Medical experience;International guidelines;Journals and medical websites;Vaccine manufacturers","Very unlikely","I don't know","I don't know","I don't know","Very unlikely","Very unlikely","Strongly agree","Agree","Disagree","Strongly agree","Strongly agree","Disagree","More positive","Neutral","Hundreds of cases and more","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Not sure","Disagree","No","Very interested","Yes"
"2024/10/03 2:51:09 PM GMT+4","I have read the above information and agree to participate in this research.","Male","60","Other Arab","Physician","General surgery ","MOHAP/EHS","Private Clinic/Hospital","30","20 to 49","Yes, 3 doses","Yes","Somewhat confident","Somewhat confident","Very unconfident","Colleagues experience and advice","Very unlikely","I don't know","I don't know","Very unlikely","I don't know","I don't know","Strongly agree","Disagree","Agree","Agree","Agree","Strongly Disagree","Neutral","More negative","None","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Somewhat agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Incidence of disease;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Agree","Agree","Disagree","Not sure","Agree","Agree","Not sure","Agree","No","Not interested at all","Maybe"
"2024/10/03 5:14:58 PM GMT+4","I have read the above information and agree to participate in this research.","Male","38","Other Arab","Physician","Gastroenterology","MOHAP/EHS","Private Clinic/Hospital","13","20 to 49","Yes, 3 doses","No","Very confident","Very confident","Somewhat confident","I am not keen on information about vaccinations","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Somewhat disagree","Somewhat agree","Strongly agree","Incidence of disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Agree","Agree","Agree","Disagree","Agree","Strongly agree","Agree","Disagree","Disagree","No","Not interested at all","No"
"2024/10/03 6:13:04 PM GMT+4","I have read the above information and agree to participate in this research.","Male","50","Non-Arab","Physician","Urologist ","MOHAP/EHS","Private Clinic/Hospital","20","50 and above","Yes, 3 doses","No","Very confident","Somewhat confident","Somewhat confident","Medical experience;Colleagues experience and advice;Journals and medical websites","Unlikely","I don't know","I don't know","I don't know","I don't know","I don't know","Strongly agree","Disagree","Strongly agree","Strongly agree","Strongly disagree","Agree","More positive","More positive","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Strongly agree","Strongly agree","Strongly agree","Not sure","No","Neutral","Yes"
"2024/10/03 6:34:38 PM GMT+4","I have read the above information and agree to participate in this research.","Female","33","Non-Arab","Nurse","Nursing ","MOHAP/EHS","Private Clinic/Hospital","8","20 to 49","Yes, 3 doses","Yes","Somewhat confident","Very confident","Somewhat confident","Medical experience","Likely","Likely","Likely","Likely","Likely","Likely","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Neutral","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Incidence of disease;Vaccine safety;Vaccine effectiveness;Other","Agree","Agree","Agree","Agree","Not sure","Agree","Agree","Agree","Agree","Agree","No","Neutral","Maybe"
"2024/10/03 7:20:33 PM GMT+4","I have read the above information and agree to participate in this research.","Female","35","Non-Arab","Pharmacist","Pharmacy ","Alexis pharmacy","Private Clinic/Hospital","5","20 to 49","Yes, 2 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Not sure","Strongly agree","Agree","Agree","Not sure","No","Neutral","Yes"
"2024/10/04 11:08:57 PM GMT+4","I have read the above information and agree to participate in this research.","Male","32","Non-Arab","Physician","Emergency","MOHAP/EHS","Government Hospital","7","50 and above","Yes, 2 doses","No","Somewhat confident","Somewhat unconfident","Somewhat unconfident","I am not keen on information about vaccinations;Medical experience","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Agree","Strongly agree","Agree","Agree","Agree","Strongly agree","More positive","Neutral","Hundreds of cases and more","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Possibility to eradicate disease with vaccination;Vaccine cost;Vaccine safety;Vaccine effectiveness","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Not sure","No","Interested","Yes"
"2024/10/05 3:54:28 PM GMT+4","I have read the above information and agree to participate in this research.","Female","27","Other Arab","Pharmacist","Pharmacy","MOHAP/EHS","Primary Healthcare","3 ","20 to 49","Yes, 1 dose","No","Somewhat confident","Somewhat confident","Somewhat unconfident","Medical experience","I don't know","Likely","Very likely","Likely","Unlikely","I don't know","Agree","Agree","Disagree","Agree","Agree","Disagree","Neutral","More negative","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Incidence of disease","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Disagree","Agree","No","Interested","Yes"
"2024/10/05 4:12:13 PM GMT+4","I have read the above information and agree to participate in this research.","Male","33","Non-Arab","Pharmacist","Patient and customer ","MOHAP/EHS","Pharmacy ","6","50 and above","Yes, 2 doses","No","Very confident","Somewhat confident","Somewhat confident","Medical experience","I don't know","Unlikely","Unlikely","I don't know","I don't know","Unlikely","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","More positive","More positive","Few cases","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Agree","No","Very interested","Yes"
"2024/10/05 4:17:53 PM GMT+4","I have read the above information and agree to participate in this research.","Male","33","Non-Arab","Pharmacist","Pharmacy","MOHAP/EHS","Private Clinic/Hospital","7","50 and above","Yes, 3 doses","No","Very confident","Very confident","Somewhat confident","Local guidelines","Unlikely","Very likely","Unlikely","Unlikely","Very unlikely","Likely","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Tens of cases","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Incidence of disease;Vaccine cost;Individual health-risk profile of the child","Agree","Agree","Agree","Agree","Not sure","Agree","Agree","Agree","Not sure","Agree","Yes","Interested","Yes"
"2024/10/05 4:41:17 PM GMT+4","I have read the above information and agree to participate in this research.","Male","24","Non-Arab","Pharmacist","Pharmacy ","Moh","Private Clinic/Hospital","1","50 and above","Yes, 2 doses","No","Very unconfident","Very confident","Somewhat confident","Vaccine manufacturers;Social media","Likely","Unlikely","Likely","Very likely","Very likely","Likely","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","Disagree","More positive","Neutral","None","Strongly agree","Somewhat agree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly disagree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Incidence of disease;Possibility to eradicate disease with vaccination;Personal experience with the disease;Vaccine safety;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Strongly agree","Strongly agree","Not sure","Not sure","Yes","Interested","Yes"
"2024/10/05 5:01:48 PM GMT+4","I have read the above information and agree to participate in this research.","Male","30","Non-Arab","Pharmacist","Doctor of pharmacy ","MOHAP/EHS","Pharmacy ","5","20 to 49","Yes, 2 doses","No","Somewhat confident","Very confident","Somewhat confident","I am not keen on information about vaccinations","Unlikely","Very unlikely","Likely","Likely","Likely","Very unlikely","Agree","Agree","Agree","Agree","Strongly agree","Disagree","More positive","Neutral","Few cases","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Other","Agree","Agree","Agree","Strongly agree","Not sure","Agree","Agree","Agree","Not sure","Not sure","No","Interested","Yes"
