"Timestamp","Please check the box below to proceed to the survey:","Sex","Age","Citizenship","Occupation","Department","Health Authority","Workplace","Total Years of Practice","Number of patients seen in a week","Have you received the COVID-19 vaccine?","Have you received the influenza vaccine last year?","Vaccine usage and efficacy.","Vaccine safety.","Role of adjuvants.","What is your main source of information about vaccines recommendation and their safety?","Influenza Vaccine and  Guillain-Barré syndrome","Hepatitis B Vaccine and  Guillain-Barré syndrome","Hepatitis B Vaccine and Multiple Sclerosis","Aluminum Adjuvants and Alzheimer Disease","Vaccines with Adjuvants and Long-Term Complications","Measles Vaccine and Autism Disorder","Vaccines are an important part of preventive care in my practice.","Giving a strong recommendation for a vaccination impacts my patients' acceptance.","I prefer to wait for broad community experience before recommending new vaccines.","I am responsible for educating parents on vaccines and the diseases they prevent.","Vaccines recommended by the ministry of health are very useful.  ","There is often a lack of time for advising about vaccines.","How have YOUR attitudes to vaccination changed during the COVID-19 pandemic?","How have your PATIENTS' attitudes to vaccination changed during the COVID-19 pandemic?","How many patients in your practice had a vaccine preventable disease (OTHER THAN COVID-19) in the last year?","Diphtheria, Pertussis, Tetanus, (DTaP/Tdap)","Pneumococcus (PCV13)","Meningococcus (MCV4)","Chickenpox (varicella)","Hemophilus Influenza b(Hib)","Tuberculosis (BCG)","Polio (IPV/OPV)","Measles, Mumps, Rubella (MMR)","Hepatitis A","Hepatitis B","Rotavirus","Seasonal influenza vaccine","Human Papillomavirus (HPV9/HPV4)","What are the 5 most important factors to you personally when it comes to recommending a pediatric vaccine? ","Childhood vaccines are important for children's health.","Childhood vaccines are effective.","Having children vaccinated is important for the health of others in the community.","All childhood vaccines offered by the government programme in the community are beneficial.","New vaccines carry more risks than older vaccines.","The information I receive about vaccines from the vaccine program is reliable and trustworthy.","Getting vaccines is a good way to protect children from disease.","Generally, I promote what my health authority/clinical guidelines recommend about vaccines for children.","I am concerned about serious adverse effects of vaccines.","Children does/do not need vaccines for diseases that are not common anymore.","Have you received any training to address vaccine hesitancy among parents?
","How interested would you be in receiving training in techniques that help address and resolve vaccine hesitancy concerns among parents?","Do you believe such training should be part of university education?"
"2024/04/14 1:18:59 PM GMT+4","I have read the above information and agree to participate in this research.","Male","23","Other Arab","Dentist","Dentistry","DHA","Ajman university clinics ","5","1 to 19","Yes, 3 doses","No","Somewhat unconfident","Somewhat unconfident","Somewhat confident","Medical experience;Local guidelines;International guidelines;Journals and medical websites;Vaccine manufacturers","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Strongly disagree","Agree","Strongly agree","Strongly agree","Agree","Strongly Disagree","More negative","More negative","Few cases","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Disagree","Strongly agree","Agree","Strongly agree","Strongly disagree","No","Not interested at all","Maybe"
"2024/04/14 1:23:30 PM GMT+4","I have read the above information and agree to participate in this research.","Female","27","Other Arab","Physician","Internal Medicine","MOHAP/EHS","Government Hospital","5","50 and above","No","No","Somewhat confident","Somewhat confident","Somewhat unconfident","Medical experience;International guidelines;Journals and medical websites","I don't know","I don't know","I don't know","Likely","Likely","Likely","Disagree","Agree","Agree","Agree","Agree","Strongly Disagree","Neutral","Neutral","Hundreds of cases and more","Strongly agree","Somewhat disagree","Strongly agree","Somewhat agree","Strongly disagree","Somewhat agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease","Agree","Agree","Agree","Agree","Agree","Not sure","Agree","Agree","Agree","Agree","No","Not interested at all","Maybe"
"2024/04/14 1:39:38 PM GMT+4","I have read the above information and agree to participate in this research.","Male","27","Other Arab","Physician","Emergency Department ","MOHAP/EHS","Government Hospital","1.5","50 and above","Yes, 3 doses","Yes","Somewhat confident","Somewhat confident","Somewhat unconfident","Medical experience;Social media","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Agree","Agree","Agree","Agree","Agree","Disagree","Neutral","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Incidence of disease;Vaccine safety;Vaccine effectiveness","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","No","Neutral","Yes"
"2024/04/14 1:41:32 PM GMT+4","I have read the above information and agree to participate in this research.","Male","24","Other Arab","Physician","Intern","MOHAP/EHS","Government Hospital","1","50 and above","Yes, 4 doses or more","Yes","Very confident","Very confident","Very confident","International guidelines;Journals and medical websites","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Strongly agree","More positive","More positive","Hundreds of cases and more","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly disagree","Severity/lethality of the prevented disease;Incidence of disease;Inclusion of vaccine in the official immunization schedule;Vaccine safety","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Not sure","Not sure","No","Very interested","Yes"
"2024/04/14 2:24:37 PM GMT+4","I have read the above information and agree to participate in this research.","Female","27","Non-Arab","Physician","General Practitioner","DOH/HAAD/SEHA","Unemployed ","1","50 and above","Yes, 3 doses","Yes","Somewhat confident","Very confident","Somewhat unconfident","Medical experience","Unlikely","I don't know","I don't know","I don't know","Very unlikely","Very unlikely","Agree","Agree","Agree","Agree","Agree","Agree","More positive","More positive","Hundreds of cases and more","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine cost;Vaccine effectiveness","Strongly agree","Agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Agree","Disagree","Yes","Slightly interested","Yes"
"2024/04/14 2:58:34 PM GMT+4","I have read the above information and agree to participate in this research.","Male","25","Other Arab","Physician","Internal medicine ","DOH/HAAD/SEHA","Government Hospital","1","1 to 19","Yes, 3 doses","Yes","Somewhat confident","Very confident","Very confident","Medical experience;Colleagues experience and advice;Experience of family and friends;Local guidelines;International guidelines","Very unlikely","Very unlikely","Very unlikely","I don't know","Very unlikely","Very unlikely","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","More positive","Neutral","Hundreds of cases and more","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Disagree","Disagree","No","Interested","No"
"2024/04/14 3:28:23 PM GMT+4","I have read the above information and agree to participate in this research.","Male","24","Other Arab","Physician","Paediatric ","DOH/HAAD/SEHA","Private Clinic/Hospital","1","1 to 19","Yes, 3 doses","Yes","Very confident","Very confident","Somewhat confident","Medical experience;Colleagues experience and advice","I don't know","I don't know","I don't know","I don't know","I don't know","Unlikely","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","More positive","More positive","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Personal experience with the disease;Vaccine safety","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","No","Interested","Yes"
"2024/04/14 3:34:05 PM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Other Arab","Physician","Internal medicine ","DOH/HAAD/SEHA","Government Hospital","1","20 to 49","Yes, 3 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","International guidelines","Likely","Likely","Very unlikely","I don't know","Very unlikely","Very unlikely","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Neutral","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Agree","Agree","Not sure","Yes","Slightly interested","Yes"
"2024/04/14 4:03:13 PM GMT+4","I have read the above information and agree to participate in this research.","Female","29","Other Arab","Physician","Anesthesia ","MOHAP/EHS","Government Hospital","2","1 to 19","Yes, 2 doses","No","Somewhat confident","Somewhat confident","Somewhat unconfident","Medical experience;Colleagues experience and advice;Experience of family and friends;Local guidelines","Likely","Unlikely","Likely","Likely","Unlikely","Unlikely","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","More negative","Few cases","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Somewhat disagree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Agree","Agree","Not sure","Agree","Not sure","Agree","Not sure","Agree","Disagree","No","Interested","Yes"
"2024/04/14 4:19:56 PM GMT+4","I have read the above information and agree to participate in this research.","Male","26","Non-Arab","Surgeon","General surgery ","DOH/HAAD/SEHA","Private Clinic/Hospital","1","20 to 49","Yes, 2 doses","Yes","Somewhat confident","Very confident","Somewhat confident","Medical experience","Very unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Very unlikely","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Agree","More positive","Neutral","None","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly disagree","No","Neutral","Maybe"
"2024/04/14 4:26:49 PM GMT+4","I have read the above information and agree to participate in this research.","Female","28","Other Arab","Physician","Anesthesia and ICU","MOHAP/EHS","Government Hospital","4","50 and above","Yes, 3 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","Local guidelines;International guidelines;Journals and medical websites","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Agree","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","More positive","Neutral","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Not sure","Disagree","Yes","Not interested at all","Yes"
"2024/04/14 4:34:06 PM GMT+4","I have read the above information and agree to participate in this research.","Male","33","Emirati","Nurse","Al Qassimi Hospital ","MOHAP/EHS","Government Hospital","5","50 and above","Yes, 3 doses","Yes","Very confident","Very confident","Very confident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines;Journals and medical websites","Very unlikely","Unlikely","Very unlikely","Unlikely","Unlikely","Very unlikely","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","More positive","More positive","Hundreds of cases and more","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Personal experience with the disease","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Yes","Neutral","Yes"
"2024/04/14 4:38:38 PM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Other Arab","Physician","Im ","Gp ","Gp ","1","1 to 19","Yes, 4 doses or more","Yes","Somewhat confident","Very confident","Somewhat confident","International guidelines;Journals and medical websites","Very unlikely","Very unlikely","Very unlikely","I don't know","I don't know","Very unlikely","Strongly agree","Strongly agree","Agree","Agree","Agree","Strongly agree","More positive","More negative","None","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly disagree","Strongly agree","Strongly agree","Agree","Strongly disagree","No","Very interested","Yes"
"2024/04/14 4:38:44 PM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Other Arab","Physician","Im ","Gp ","Gp ","1","1 to 19","Yes, 4 doses or more","Yes","Somewhat confident","Very confident","Somewhat confident","International guidelines;Journals and medical websites","Very unlikely","Very unlikely","Very unlikely","I don't know","I don't know","Very unlikely","Strongly agree","Strongly agree","Agree","Agree","Agree","Strongly agree","More positive","More negative","None","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly disagree","Strongly agree","Strongly agree","Agree","Strongly disagree","No","Very interested","Yes"
"2024/04/14 4:42:45 PM GMT+4","I have read the above information and agree to participate in this research.","Male","24","Other Arab","Physician","Intern","MOHAP/EHS","Government Hospital","1","20 to 49","Yes, 2 doses","No","Very confident","Somewhat confident","Somewhat unconfident","Local guidelines;International guidelines","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","More positive","More positive","None","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Incidence of disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Not sure","Disagree","Yes","Slightly interested","Yes"
"2024/04/15 4:37:58 AM GMT+4","I have read the above information and agree to participate in this research.","Female","24","Other Arab","Intern doctor","Internship","MOHAP/EHS","Government Hospital","0","20 to 49","Yes, 4 doses or more","No","Very confident","Very confident","Somewhat confident","Medical experience;Social media","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Few cases","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat agree","Severity/lethality of the prevented disease;Personal experience with the disease;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","No","Interested","Yes"
"2024/04/17 12:56:18 PM GMT+4","I have read the above information and agree to participate in this research.","Female","24","Other Arab","Physician","Medicine","DHA","Government Hospital","1","20 to 49","Yes, 3 doses","No","Very confident","Very confident","Very confident","Medical experience;Colleagues experience and advice;Experience of family and friends;Local guidelines;International guidelines;Journals and medical websites;Vaccine manufacturers;Social media","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Strongly agree","Agree","Disagree","Strongly agree","Strongly agree","Agree","More positive","More negative","Hundreds of cases and more","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Disagree","Disagree","No","Interested","Yes"
"2024/04/17 12:59:50 PM GMT+4","I have read the above information and agree to participate in this research.","Female","36","Other Arab","Pharmacist","Pharmacy","MOHAP/EHS","Private Clinic/Hospital","10","50 and above","Yes, 4 doses or more","Yes","Somewhat confident","Somewhat confident","Somewhat unconfident","Journals and medical websites","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Very unlikely","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","More negative","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Disagree","Disagree","Yes","Slightly interested","Yes"
"2024/04/17 1:33:52 PM GMT+4","I have read the above information and agree to participate in this research.","Male","25","Other Arab","Physician","Intern","DOH/HAAD/SEHA","Government Hospital","1","1 to 19","Yes, 2 doses","No","Very unconfident","Very unconfident","Somewhat unconfident","Medical experience;Colleagues experience and advice;Experience of family and friends;Local guidelines;International guidelines;Journals and medical websites;Vaccine manufacturers;Social media","Unlikely","Very unlikely","Very unlikely","Very unlikely","Unlikely","Very unlikely","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Neutral","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Agree","Disagree","Yes","Not interested at all","Yes"
"2024/04/17 3:35:46 PM GMT+4","I have read the above information and agree to participate in this research.","Female","24","Other Arab","Physician","Medical intern","DOH/HAAD/SEHA","Government Hospital","1","20 to 49","Yes, 3 doses","Yes","Somewhat confident","Very confident","Somewhat confident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines;Journals and medical websites","Unlikely","Very unlikely","I don't know","I don't know","I don't know","Very unlikely","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Agree","More positive","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Agree","Not sure","Agree","Strongly agree","Strongly agree","Agree","Disagree","No","Slightly interested","Yes"
"2024/04/17 8:48:02 PM GMT+4","I have read the above information and agree to participate in this research.","Female","24","Other Arab","Physician","General physician ","MOHAP/EHS","Government Hospital","0","1 to 19","Yes, 3 doses","Yes","Very confident","Very confident","Somewhat confident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","More positive","More positive","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly disagree","Yes","Interested","Yes"
"2024/04/17 8:52:52 PM GMT+4","I have read the above information and agree to participate in this research.","Male","23","Other Arab","Physician","Internship","MOHAP/EHS","Government Hospital","0","50 and above","Yes, 2 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Local guidelines;International guidelines;Journals and medical websites","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Unlikely","Very unlikely","Strongly disagree","Strongly disagree","Agree","Agree","Strongly agree","Agree","Neutral","More positive","Few cases","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly disagree","Somewhat agree","Somewhat agree","Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness","Strongly agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Strongly disagree","No","Neutral","Yes"
"2024/04/17 9:11:12 PM GMT+4","I have read the above information and agree to participate in this research.","Female","26","Emirati","Resident","Emergency","Canada","Government Hospital","1","20 to 49","Yes, 3 doses","Yes","Very confident","Very confident","Very confident","Local guidelines;International guidelines","I don't know","I don't know","I don't know","I don't know","I don't know","Very unlikely","Strongly agree","Agree","Agree","Strongly agree","Agree","Disagree","Neutral","Neutral","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Strongly agree","Strongly agree","Agree","Strongly disagree","No","Interested","Yes"
"2024/04/17 11:54:57 PM GMT+4","I have read the above information and agree to participate in this research.","Female","24","Other Arab","Physician","medical intern","DOH/HAAD/SEHA","Private Clinic/Hospital","0","20 to 49","Yes, 3 doses","No","Somewhat confident","Very confident","Very unconfident","Colleagues experience and advice;Journals and medical websites","Very unlikely","Very unlikely","Likely","Likely","Likely","Very unlikely","Agree","Agree","Agree","Agree","Agree","Strongly agree","Neutral","More negative","Few cases","Somewhat disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Incidence of disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine cost;Vaccine safety","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Yes","Very interested","Maybe"
"2024/04/18 1:27:05 PM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Other Arab","Dentist","Dentistry ","DOH/HAAD/SEHA","Private Clinic/Hospital","1","1 to 19","Yes, 4 doses or more","Yes","Very confident","Somewhat confident","Somewhat confident","Medical experience;Local guidelines;International guidelines;Journals and medical websites;Vaccine manufacturers","Unlikely","Likely","I don't know","I don't know","I don't know","Likely","Agree","Agree","Agree","Strongly agree","Strongly agree","Disagree","Neutral","More negative","None","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Not sure","Agree","Agree","Agree","Not sure","No","Interested","Yes"
"2024/04/18 3:22:45 PM GMT+4","I have read the above information and agree to participate in this research.","Male","24","Other Arab","Physician","Intern","DOH/HAAD/SEHA","Private Clinic/Hospital","1","1 to 19","Yes, 2 doses","No","Somewhat confident","Very confident","Somewhat confident","Medical experience;Colleagues experience and advice;Social media","Very unlikely","Very unlikely","Very unlikely","I don't know","Very unlikely","Unlikely","Strongly agree","Strongly agree","Strongly disagree","Agree","Strongly agree","Strongly agree","More positive","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Vaccine cost;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Not sure","Agree","Strongly agree","Strongly agree","Agree","Yes","Interested","Yes"
"2024/04/20 12:00:53 PM GMT+4","I have read the above information and agree to participate in this research.","Female","26","Other Arab","Physician","Pediatric","DOH/HAAD/SEHA","Government Hospital","1","20 to 49","Yes, 3 doses","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Strongly agree","Agree","Agree","Agree","Agree","Disagree","Neutral","Neutral","Hundreds of cases and more","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Incidence of disease;Personal experience with the disease;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Yes","Neutral","Yes"
"2024/04/22 8:47:43 AM GMT+4","I have read the above information and agree to participate in this research.","Female","33","Emirati","Physician","Family medicine ","Dubai Health ","Primary Healthcare","7","1 to 19","Yes, 3 doses","No","Somewhat confident","Somewhat confident","Somewhat unconfident","Local guidelines;International guidelines;Journals and medical websites","Unlikely","I don't know","I don't know","I don't know","I don't know","Very unlikely","Agree","Agree","Disagree","Agree","Agree","Agree","More positive","Neutral","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Disagree","Disagree","No","Very interested","Yes"
